0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.547971601994441880e+04,5.298475614865862008e+04,5.048979627737280680e+04,4.799483640608697169e+04,4.549987653480114386e+04,4.300491666351533786e+04,4.050995679222953186e+04,3.801499692094371130e+04,3.552003704965790530e+04,3.302507717837207019e+04,3.053011730708626055e+04,2.803515743580043272e+04,2.554019756451463400e+04,2.304523769322880617e+04,2.055027782194298561e+04,1.805531795065717597e+04,1.556035807937135905e+04,1.306539820808554032e+04,1.057043833679971976e+04,8.075478465513903757e+03,5.580518594228087750e+03
4.533125094226880174e+04,4.308699578601344547e+04,4.084274062975808920e+04,3.859848547350274748e+04,3.635423031724739121e+04,3.410997516099204950e+04,3.186572000473669686e+04,2.962146484848134787e+04,2.737720969222600615e+04,2.513295453597064989e+04,2.288869937971530089e+04,2.064444422345995190e+04,1.840018906720460291e+04,1.615593391094925391e+04,1.391167875469390492e+04,1.166742359843855411e+04,9.423168442183206935e+03,7.178913285927858851e+03,4.934658129672509858e+03,2.690402973417161320e+03,4.461478171618117017e+02
1.080223833210921157e+03,-9.131565297456629651e+02,-2.906536892702247769e+03,-4.899917255658830072e+03,-6.893297618615409192e+03,-8.886677981571996497e+03,-1.088005834452857198e+04,-1.287343870748515292e+04,-1.486681907044173386e+04,-1.686019943339832025e+04,-1.885357979635490119e+04,-2.084696015931147849e+04,-2.284034052226806671e+04,-2.483372088522464037e+04,-2.682710124818122495e+04,-2.882048161113780952e+04,-3.081386197409439410e+04,-3.280724233705098595e+04,-3.480062270000754506e+04,-3.679400306296414783e+04,-3.878738342592070694e+04
1.901444034918315083e+04,1.727100238126120166e+04,1.552756441333925977e+04,1.378412644541730879e+04,1.204068847749536690e+04,1.029725050957341773e+04,8.553812541651474021e+03,6.810374573729524855e+03,5.066936605807579326e+03,3.323498637885631979e+03,1.580060669963685314e+03,-1.633772979582612379e+02,-1.906815265880206653e+03,-3.650253233802151954e+03,-5.393691201724102939e+03,-7.137129169646044829e+03,-8.880567137567990358e+03,-1.062400510548993952e+04,-1.236744307341189051e+04,-1.411088104133383058e+04,-1.585431900925578157e+04
2.594643685738866043e+04,2.445195573423338283e+04,2.295747461107812342e+04,2.146299348792284218e+04,1.996851236476757185e+04,1.847403124161229789e+04,1.697955011845702393e+04,1.548506899530175178e+04,1.399058787214648146e+04,1.249610674899120568e+04,1.100162562583593717e+04,9.507144502680663209e+03,8.012663379525388336e+03,6.518182256370117102e+03,5.023701133214842230e+03,3.529220010059569631e+03,2.034738886904297033e+03,5.402577637490247753e+02,-9.542233594062483917e+02,-2.448704482561521218e+03,-3.943185605716793816e+03
3.384752781462540588e+04,3.260182908655254141e+04,3.135613035847967330e+04,3.011043163040681247e+04,2.886473290233395892e+04,2.761903417426109445e+04,2.637333544618823726e+04,2.512763671811537642e+04,2.388193799004251196e+04,2.263623926196964385e+04,2.139054053389678666e+04,2.014484180582392219e+04,1.889914307775106499e+04,1.765344434967820052e+04,1.640774562160534333e+04,1.516204689353247704e+04,1.391634816545961621e+04,1.267064943738675720e+04,1.142495070931389273e+04,1.017925198124103008e+04,8.933553253168169249e+03
1.845727074460665244e+04,1.747700110938410216e+04,1.649673147416156644e+04,1.551646183893902162e+04,1.453619220371647316e+04,1.355592256849393743e+04,1.257565293327138716e+04,1.159538329804884233e+04,1.061511366282630297e+04,9.634844027603756331e+03,8.654574392381209691e+03,7.674304757158668508e+03,6.694035121936127325e+03,5.713765486713580685e+03,4.733495851491036774e+03,3.753226216268492863e+03,2.772956581045949861e+03,1.792686945823405495e+03,8.124173106008616969e+02,-1.678523246216823850e+02,-1.148121959844226467e+03
4.206709941334706855e+03,3.442314820494424112e+03,2.677919699654142732e+03,1.913524578813859534e+03,1.149129457973579520e+03,3.847343371332975153e+02,-3.796607837069849438e+02,-1.144055904547266437e+03,-1.908451025387548043e+03,-2.672846146227831468e+03,-3.437241267068110574e+03,-4.201636387908391953e+03,-4.966031508748674241e+03,-5.730426629588959258e+03,-6.494821750429241547e+03,-7.259216871269520198e+03,-8.023611992109799758e+03,-8.788007112950081137e+03,-9.552402233790364335e+03,-1.031679735463064753e+04,-1.108119247547093073e+04
9.155233063646644950e+03,8.638745630980729402e+03,8.122258198314814763e+03,7.605770765648895576e+03,7.089283332982979118e+03,6.572795900317062660e+03,6.056308467651148021e+03,5.539821034985227925e+03,5.023333602319313286e+03,4.506846169653396828e+03,3.990358736987479460e+03,3.473871304321563002e+03,2.957383871655647454e+03,2.440896438989729631e+03,1.924409006323813855e+03,1.407921573657896943e+03,8.914341409919807120e+02,3.749467083260639697e+02,-1.415407243398524599e+02,-6.580281570057691169e+02,-1.174515589671685802e+03
