,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
10,40.0,39.98148269031535,39.98335867966526,39.99288205587485,40.183477695018894,40.359071804538814,40.863727454957456,42.54481730775451,47.17681187617903,60.29163902275865,97.23150281910016,199.8626164430095,487.9037708052303,1294.5372063332957,3551.836753672282,9873.432326448079,27570.91602379955,77127.68383708931,215890.37789874105,604406.3598317292,1692245.768515526,4738233.924499201,13267034.217201369,37147613.87930399,104013317.24460232,291237442.65364516,815464684.1202635,,,,
11,40.0,40.08369711194754,40.23608838499757,40.502128433516184,41.55758919069885,44.27321484470603,52.059497349752085,74.07591833445562,135.14070558215334,306.5141375480624,786.5936775052414,2129.5698395446407,5890.43060704736,16422.347732601214,45905.51732858615,128459.85489320055,359612.63442225184,1006853.0144411849,2819133.9557881854,7893519.088041876,22101882.960956033,61885196.62852199,173278494.79325065,485179603.4997032,,,,,,,
12,40.0,39.76172347482885,39.129504452291805,37.61324442797991,33.22488321905545,21.092476322192006,,,,,,,,,,,,,,,,,,,,,,,,,
13,40.0,39.984969883755724,39.9282666137598,39.74101396617957,39.39967057135663,38.13053927067921,34.972131720345104,25.66791328353666,,,,,,,,,,,,,,,,,,,,,,,
14,40.0,40.100933971908844,40.083587942938976,40.48975786961709,41.542186567085096,44.420050280195184,52.14317164518938,74.04724032569948,135.58412030914602,307.7490013853795,789.4008123918882,2139.06347281243,5916.80189613179,16495.98696202305,46113.80743919291,129049.73072875343,361265.32057726954,1011469.3211416826,2832004.1626327317,7929595.283151739,22202781.084171526,62167889.75596507,174069942.0576773,487395427.039065,,,,,,,
15,40.0,40.1654833652256,40.32335487137485,40.81358421060783,42.4333094994516,46.66335158919429,58.58997937138671,91.94572148250695,185.58923733663997,447.2570704477353,1180.0751124563446,3231.853791027413,8977.080528690349,25065.11947102746,70113.1217313173,196240.92153168508,549409.3718774919,1538290.30605328,4307130.342587317,12059928.141692078,33767899.12735725,94550130.53295006,264740058.55077964,741272053.2234387,,,,,,,
16,40.0,39.90412058934278,39.77226818373594,39.65101043982219,39.15319972486487,37.56351708611237,33.204706537126725,21.01823558076474,,,,,,,,,,,,,,,,,,,,,,,
17,40.0,39.989649040449365,40.23307104159296,40.67460354474778,41.792704565144625,45.03501899222577,53.9961414298737,79.17201340435038,149.66093744235212,346.63609051947924,898.3428933023561,2443.3713752246877,6767.827365811877,18876.663154580707,52780.5337136298,147707.09204339242,413511.3865443829,1157744.535382482,3241608.056483732,9076468.04960451,25414098.275189273,71159415.99635006,199246164.00698358,557889455.6356637,,,,,,,
18,40.0,40.14484598160563,40.29916753837785,40.91032151942464,42.252718331526644,46.17662692566783,57.42999992030118,88.68361221985224,176.21005154981023,420.91740470904676,1106.4779567087612,3025.3553922499837,8399.856668465665,23447.20038150599,65572.4365889513,183523.88113338224,513792.3976363856,1438547.4311810338,4027883.613644158,11277961.344503008,31578277.34139738,88419026.02672139,247573054.95074543,693204191.7621578,,,,,,,
19,40.0,40.06900775153444,40.26767102338531,40.668488694780635,41.86236821640845,45.268640046366926,54.829090968766565,81.54289953017823,156.42854668881387,366.47462761377045,954.490904760627,2600.3449277589966,7209.65535572692,20115.986934322613,56253.261822492896,157442.2625268356,440770.6090581099,1234060.709895292,3455306.9317419305,9674840.34461679,27089569.030149646,75850734.91557974,212381669.50978878,594668398.7861376,,,,,,,
20,40.0,40.00423431865234,40.02722972821308,40.20036090991933,40.45638276510082,41.23481273372038,43.34837058743517,49.42909069053564,66.09451678725578,112.65744774453945,243.65652653806964,609.9974182965642,1634.5558540215209,4503.853322856288,12537.772632549377,35030.72587041779,98013.44033615789,274355.9134894563,768119.6433184817,2150688.2453070628,6021901.283741079,16861225.988859434,47211297.922033325,132191448.14537744,370136509.4029534,,,,,,
21,40.0,40.10180311952126,40.38829142614234,41.12997097493558,42.9513777736201,48.40811828564317,63.5666508581389,106.06513149132377,225.07175693502404,557.898213941298,1489.994495586161,4100.272424780437,11409.440636098096,31875.25209139825,89173.74030267635,249619.76789254858,698859.6076931834,1956750.9346717866,5478795.362054801,15340471.69680808,42953264.38616349,120269027.41778456,336752921.92735815,,,,,,,,
22,40.0,39.904316166357304,39.84130291039984,39.609469852730626,38.921321544081756,36.921921124249636,31.443768994300108,15.876642994240663,,,,,,,,,,,,,,,,,,,,,,,
23,40.0,39.99968864674715,39.9997778474565,39.68259467916069,39.06060387551357,37.29074909920702,32.29627274337998,18.43550186223686,,,,,,,,,,,,,,,,,,,,,,,
24,40.0,40.07098606019315,40.217312265485944,40.52211067704031,41.537156664164314,44.26968659816047,51.888609562710094,73.10292596273001,132.86443974774613,300.4124101487631,768.9675840694061,2081.9057313955755,5758.376166373003,16053.593984642373,44877.881241025236,125589.51929527379,351584.93770888494,984373.6108746086,2756160.0651694247,7717217.853204224,21608107.78437531,60502498.90307283,169406805.24608785,474338936.67074925,,,,,,,
25,40.0,40.20063534182343,40.79661590359908,42.26699434197683,46.29979619872935,57.78574618913588,89.74131436791511,179.22122567922747,429.8420363450877,1131.396660149484,3095.501919421338,8595.02406851792,23996.086018853224,67115.0084698961,187847.88419235105,525901.1368003833,1472485.34744469,4122883.1665965063,11543957.487389509,32323103.031244054,90504455.11821917,253412808.77897298,709555425.2305846,,,,,,,,
26,40.0,39.76485317597285,39.12246612619854,37.57747440090352,32.98601069942875,20.525098131036,,,,,,,,,,,,,,,,,,,,,,,,,
27,40.0,40.1362277623156,40.47186549624872,41.19032754706373,43.30000387185975,49.135762661098624,65.9052678525153,112.48329118171198,243.25414134727131,608.970964791435,1632.6243316314005,4498.884310301546,12525.468024050117,35002.626341589064,97934.46086808416,274144.4105396001,767527.2799105413,2149010.701738206,6017186.628580099,16848032.397816256,47174366.91004326,132087826.78964348,369845579.808829,,,,,,,,
28,40.0,39.948987820380424,39.64440162308572,38.941994880719804,37.08461115014923,31.94323150931962,17.412143879080087,,,,,,,,,,,,,,,,,,,,,,,,
29,40.0,39.964393653432666,40.01775614827618,40.39949849023065,41.15719616154706,42.97989713660548,48.44379011099966,63.80398201506994,106.40735897747331,226.01600491899183,561.1865467126622,1499.6630437822946,4127.7320701691715,11485.730509063033,32088.840091312322,89778.85137648915,251312.7340325614,703599.9202421799,1970027.4103293594,5516013.308760144,15444750.133693758,43245242.51824091,121086868.0143898,339042757.0523169,,,,,,,
30,40.0,39.78731498840528,39.64554412520025,38.82527533700415,36.77213169527013,31.13972953876,15.31301209960544,,,,,,,,,,,,,,,,,,,,,,,,
31,40.0,39.94545852185188,40.147330693742695,40.45944678268305,41.2362684411021,43.407502991823414,49.56951677636458,66.8588214772893,115.22789894238095,250.66444221141586,629.9243749447279,1691.1652928354224,4663.9138378918315,12986.724039020582,36291.63707659224,101543.62921436841,284256.616135907,795853.4884826115,2228329.1412392254,6239217.8530208925,17469699.564398035,48915095.118516676,136962342.57051334,383494659.75397784,,,,,,,
32,40.0,40.06454816673665,40.17889700641542,40.58784910782856,41.368971918712106,44.03665921581506,51.38293791759871,71.97674786233145,129.7381177458684,291.75830787286037,745.1209873797569,2013.897140817931,5567.097318052421,15513.855714307216,43366.67895717244,121355.26053238355,339723.21796103404,951149.1023021991,2663121.783081078,7456650.427693246,20878516.315958165,58459791.80827502,163687047.6055581,458323676.31143326,,,,,,,
33,40.0,39.86201313631241,39.4892807262542,38.60036020389567,36.280332486351675,29.42880333542526,10.399966433754297,,,,,,,,,,,,,,,,,,,,,,,,
34,40.0,39.91306938225292,39.860055426901475,39.77548637322216,39.16255646106207,37.70947902254316,33.793890124141384,22.694345368911883,,,,,,,,,,,,,,,,,,,,,,,
35,40.0,39.81646772841274,39.37110577110105,38.17063737646228,34.831634902534645,25.590317526096115,,,,,,,,,,,,,,,,,,,,,,,,,
36,40.0,40.03237113382905,40.15744371803511,40.3796077643202,41.12196043003744,43.27820177046116,49.14812371097236,65.94033654810131,112.66746584636186,243.76118100810345,610.338112846305,1637.1784293955573,4512.118007263657,12561.159402607651,35099.36178684883,98210.98377877966,274912.82860158535,769678.3882842411,2155061.087439408,6034067.125224018,16895248.437341567,47306676.6475022,132458619.31003964,370884118.5065771,,,,,,,
37,40.0,40.23423173137799,40.82577268137574,42.371608981586114,46.32438975300709,57.68274805064292,89.30897236916107,178.25353196676667,426.54944602875895,1122.7290413686676,3072.278088740105,8528.695639957004,23806.00119274231,66585.10288148867,186373.64956208775,521767.89988021576,1460865.476691837,4090383.738955929,11452997.285796553,32068395.94202056,89791495.39821137,251416023.53493133,703964072.2466179,,,,,,,,
38,40.0,39.94662362041516,39.748536152962075,39.41254624925415,38.29113250304679,35.092607231586655,26.293183684724035,,,,,,,,,,,,,,,,,,,,,,,,
39,40.0,39.939545425827035,39.77812364496569,39.32766576053782,38.14247468864422,34.599879371462805,25.105084180051882,,,,,,,,,,,,,,,,,,,,,,,,
40,40.0,40.17747261454402,40.324872926542014,40.91990179230535,42.494939909296114,46.9940544751372,59.6126623899159,94.85505466380442,193.72336111790105,470.5079037233585,1245.1196636157526,3414.296357100975,9489.389613628966,26499.48001722646,74125.52289268082,207479.69816840874,580876.6690198437,1626380.446467831,4553783.594191973,12750485.160885094,35701345.24909437,99963795.21948572,279898387.20976704,783714965.456949,,,,,,,
41,40.0,40.02640582061844,39.9479618682169,39.60024131366985,38.76086805822492,36.48907266042977,30.130528149566683,12.330517826532697,,,,,,,,,,,,,,,,,,,,,,,
42,40.0,39.94185166442058,39.86328397735314,39.5776199080345,38.81222874350085,36.598003972764076,30.676186024147217,13.937552787632177,,,,,,,,,,,,,,,,,,,,,,,
43,40.0,39.912603287606196,39.93812855877274,40.01338176056943,40.026701935402855,40.097832964130745,40.40764383044967,41.31769701987084,43.73334157936671,50.51932614906981,69.59896947036586,122.6390860608813,271.4430966137699,688.2049172778051,1854.936779794652,5121.86270991979,14267.947727390792,39875.07353552762,111581.24347295724,312359.44329489337,874538.8255217753,2448613.981482,6856022.307721359,19196818.26222288,53751019.3618721,150502591.64763755,421407247.8933849,,,,
44,40.0,39.92560921932057,39.68473335557194,39.04940983229855,37.12237488451143,31.931841428829053,17.27204724215573,,,,,,,,,,,,,,,,,,,,,,,,
45,40.0,40.03139620175172,40.03612234663612,40.253139091873145,40.53110842817387,41.417240049056616,43.97761501594201,51.28616663366667,71.51405307670505,128.2184351535209,287.3361103392795,732.4744910034328,1979.6379099939923,5469.382439616381,15243.265809454604,42607.23560139274,119223.08910558616,333754.59306180745,934440.4532769065,2616377.3384132474,7325852.922062862,20512309.348699115,57434392.133192495,160816139.91719168,450285385.1800404,,,,,,
46,40.0,40.05291010435743,40.272995838832706,41.04151104264755,42.989641531191396,48.54525071426473,63.95201197869752,107.07307174661571,227.9946229148209,566.3216953970397,1513.1185404145667,4164.767814816598,11587.91907814671,32373.395359864,90578.40814954099,253544.38139338084,709853.205184528,1987492.7728596274,5564881.461735706,15581650.010841906,43628513.51177229,122159651.56291673,342046867.6105667,,,,,,,,
47,40.0,40.10180315285187,40.22409737113016,40.50900429319561,41.14016602682073,43.25704481222581,49.38322706549852,66.4429682518956,113.77730805060737,246.40606343523294,617.9542704059519,1658.276310946407,4572.418200984309,12727.822136330318,35564.50437835919,99510.2884446739,278558.8137649445,779891.9958244228,2183618.203890315,6114109.86439026,17119428.427592676,47934220.20596204,134215563.43186525,375803672.8042379,,,,,,,
48,40.0,40.12524501280228,40.17708672253336,40.33028705868054,40.857296111149665,42.5355127346526,47.07982494850822,59.85246980108176,95.75823399426658,196.15270178632912,477.39604428150943,1264.445337890499,3468.8281464116217,9640.163081808527,26918.674557811803,75297.92361668924,210765.21066989558,590083.964350284,1652160.561222228,4626014.145787827,12952753.767310504,36267745.37897468,101549635.12199776,284338957.70491594,796148883.5624653,,,,,,
49,40.0,39.87709650840673,39.7298615216567,39.28980822866306,38.13294797465522,34.67781584095064,25.105325808486285,,,,,,,,,,,,,,,,,,,,,,,,
50,40.0,39.7575415593923,39.36402793498559,38.368683559664824,35.72836389102524,28.09586138047443,,,,,,,,,,,,,,,,,,,,,,,,,
51,40.0,39.96182601738147,39.83158432002194,39.62327910044651,38.72709197441569,36.60837715512382,30.535212570304676,13.467476262956904,,,,,,,,,,,,,,,,,,,,,,,
52,40.0,40.12050205184254,40.34275083814581,40.99270413051052,42.8069360799365,47.904735112438956,62.116688224573195,102.29064268081702,214.6363243163382,529.1851153740151,1409.611286869826,3874.158969687641,10775.409610971254,30094.969989838715,84191.72196152067,235662.3388132143,659786.9837814021,1847310.2541617753,5172357.336205417,14482474.626286045,40550806.33882498,113542415.5801814,317918445.3289401,,,,,,,,
53,40.0,40.03142656562833,40.102010860327155,40.48615740948039,41.449992514871,43.90034268560487,50.89880125797413,70.62369883705792,125.51734002045943,279.5627577187588,710.4403755137092,1916.8070743455612,5296.288455463995,14758.66564933448,41252.34262614262,115438.74682810188,323150.13416884193,904739.411463792,2533192.3900417136,7092950.390764228,19860274.09749458,55608707.05361402,155704320.7041884,435972041.944061,,,,,,,
54,40.0,39.908083308002915,39.46484507918559,38.36543227775085,35.461849538216185,27.318463533681108,,,,,,,,,,,,,,,,,,,,,,,,,
55,40.0,39.7931758180876,39.37039486191418,38.19579499635855,35.116053149247215,26.425103363134816,,,,,,,,,,,,,,,,,,,,,,,,,
56,40.0,40.08421520141905,40.42204152609313,41.28835207897221,43.65239445395478,50.14501247450799,68.36113155200971,119.52787740901869,262.6538156021208,663.4980369645715,1786.4978661154705,4931.796462699172,13738.644842730215,38398.97999263325,107443.61452590373,300777.53721863724,842122.8434246368,2357874.5881999857,6602019.525788544,18485598.879709642,51759692.541221544,144926817.65750083,405794931.17358154,,,,,,,,
57,40.0,39.96419657967319,39.94182957384505,39.79626074994507,39.61530158810785,39.1936168594111,37.82662792966318,33.90687134053837,22.868154536065845,,,,,,,,,,,,,,,,,,,,,,
58,40.0,39.91873420209374,39.83787076417634,39.36712533480994,38.36956242602047,35.408786243162254,27.00495014299592,,,,,,,,,,,,,,,,,,,,,,,,
59,40.0,39.92475609963565,39.9476932645823,39.79788482487416,39.233843773515176,37.79530371078688,33.80173263998634,22.89510654813039,,,,,,,,,,,,,,,,,,,,,,,
60,40.0,39.95516475205406,39.764389216867066,39.25621368506351,38.06235871044182,34.815887912874395,25.286621518853902,,,,,,,,,,,,,,,,,,,,,,,,
61,40.0,39.77548670002922,39.36852989489569,38.35568179474595,35.35953567336629,26.849216738126888,,,,,,,,,,,,,,,,,,,,,,,,,
62,40.0,40.17057130511872,40.522089095168454,41.594097396656814,44.539340294430005,52.615972506730074,75.32984733462268,138.9481334415025,316.89388155563523,815.4105085636662,2211.0127552621743,6118.808771560443,17061.453849944653,47702.02885975461,133486.48596483015,373678.58424379985,1046234.7984219425,2929376.2411975805,8202211.24418486,22966126.777383503,64305099.9163805,180054190.33459595,504151908.4851748,,,,,,,,
63,40.0,39.853781308184644,39.53418971723313,38.763236708470856,36.337504085354865,29.870475626168872,11.550693838901402,,,,,,,,,,,,,,,,,,,,,,,,
64,40.0,39.71438732365082,39.02660202814518,37.42145215791698,32.793197707908895,19.913815785931636,,,,,,,,,,,,,,,,,,,,,,,,,
65,40.0,39.85419194884302,39.791527399754905,39.3232343662849,38.19273097882149,35.12562042266164,26.360815407586017,,,,,,,,,,,,,,,,,,,,,,,,
66,40.0,40.02253861000623,40.275480743734,40.77305583603391,42.362123103649324,46.72576144020953,58.63271196060911,92.18558506556661,185.9484993258005,448.4524165576626,1183.7989279508768,3243.001072002612,9007.99551497161,25152.156217305626,70353.8449164167,196919.88514651434,551311.0286355405,1543620.2018956565,4322034.762943416,12101596.644048035,33884336.7407013,94876045.64019704,265653126.501208,743828307.1844167,,,,,,,
67,40.0,39.94443032321776,39.91131583126836,39.65014121916938,39.24219621753146,37.81795218235859,34.11442482511909,23.459931431863502,,,,,,,,,,,,,,,,,,,,,,,
68,40.0,39.72202205749222,39.25208972232704,38.15521902752487,34.85297392266745,25.745866974161093,,,,,,,,,,,,,,,,,,,,,,,,,
69,40.0,40.120737210574795,40.31087957659798,40.91902685644399,42.74611379144857,47.81241404711955,61.84481529045854,101.11420660731065,211.08064489042485,518.890015263854,1380.6658906324355,3793.959053317761,10550.997646315785,29470.659848490508,82439.5159481891,230754.94895038882,646023.4011341949,1808795.2179574603,5064510.202322754,14180585.869788583,39705480.43180644,111175258.85360357,311290722.70781296,871613639.1832005,,,,,,,
70,40.0,39.90176538835899,39.67462247408048,39.2803817478662,38.004274041596645,34.27924570454662,23.922185850764933,,,,,,,,,,,,,,,,,,,,,,,,
71,40.0,40.070730891575195,40.31271836256738,40.674688123517114,41.975477627646065,45.43443339279907,55.23052624659649,82.42190567193337,158.90542432325182,372.76698633920455,971.7156120680912,2648.08422843023,7341.6189073936375,20482.39638945194,57279.407011064766,160305.73660847128,448791.95798099024,1256558.695371003,3518304.452674437,9851167.896394888,27583185.102458786,77232904.9917397,216251944.24406198,605505685.2339187,,,,,,,
72,40.0,40.04486938680929,40.19807831947235,40.403328530483144,41.18717165189416,43.46806773812061,49.732894055646334,67.13202557837968,116.02780397152203,252.72932681926906,635.5879957502425,1708.3448138769945,4712.0359468222705,13119.951690137237,36663.731279292435,102582.77052565714,287150.47280068527,803935.5923535976,2250954.4176699696,6302599.160673894,17647286.276429504,49412307.63795071,138354281.4790357,387392172.415734,,,,,,,
73,40.0,40.07242600515498,40.321775376887096,40.768675791025906,42.090054697678994,45.96520375763562,56.73189666671687,86.62053220354962,170.67746230121446,406.0297415680209,1064.6462148368412,2909.159227642263,8073.3599550073895,22534.03934932116,63021.57617647751,176383.10389152574,493799.09296908946,1382568.0525859774,3871139.484037908,10839142.490935532,30349606.458883327,84978794.0950366,237940807.39319235,666234210.3299041,,,,,,,
74,40.0,40.23962889017284,40.941312219250214,42.778308154720555,47.89062005866619,62.046593271599725,101.78903521996068,213.29389174959127,524.9050817307076,1397.7667110590505,3841.943069518772,10686.400915687002,29850.691782273192,83505.78343151302,233756.3120719965,654454.2764090031,1832378.4144864602,5130580.656979934,14365432.459070576,40223115.33315478,112624676.45573686,315349035.88283646,,,,,,,,,
75,40.0,39.99974207915319,39.98804135091432,39.9387683189129,39.913115568938196,39.683748707696246,38.90361376083433,37.00480138991829,31.49552195450803,16.130935652693008,,,,,,,,,,,,,,,,,,,,,
76,40.0,39.901738962372434,39.721334479705966,39.21358804773654,37.778672005432,33.74658483877146,22.647895229851386,,,,,,,,,,,,,,,,,,,,,,,,
77,40.0,40.095293858835824,40.18420050188181,40.40265800794734,41.00547805472265,42.92789309876506,48.37025941019675,63.47316964621149,105.82624997116844,224.17294087586018,556.0564761906154,1484.8272636004258,4086.0829076562395,11368.192085093406,31758.194137196624,88848.94226891956,248704.2066671105,696288.68769807,1949525.2893466738,5458647.026694131,15284084.937986229,42795369.683810055,119826891.42095178,335514958.31226295,,,,,,,
78,40.0,39.8935162409494,39.83597566973567,39.628196153603184,38.83394199570877,36.663062595716895,30.485811069760462,13.550439141397138,,,,,,,,,,,,,,,,,,,,,,,
79,40.0,39.9260473280617,39.55752504767956,38.75456894417833,36.48246893763511,30.178800432466094,12.660177333727573,,,,,,,,,,,,,,,,,,,,,,,,
80,40.0,40.06802141670793,40.32384220086369,41.13395006202521,43.491634350597046,49.8614797474169,67.6242762006953,117.32799785296815,256.40700225943806,646.0715088256734,1737.5037159203027,4793.019455129294,13348.304814935618,37306.370461574596,104383.34492007834,292205.6982159163,818111.549483097,2290640.5727463826,6413687.099080192,17958211.000572227,50282877.58971004,140791928.11965415,394217422.86604434,,,,,,,,
81,40.0,39.96404490792149,39.88508857958658,39.63377039059666,38.90816123925644,36.84954917446211,31.32804742948643,15.848396164590376,,,,,,,,,,,,,,,,,,,,,,,
82,40.0,39.96531831685415,40.04457242888508,39.966882228987686,39.77961699626936,39.38095391379902,38.255949807321265,35.10691725488433,26.414272042657153,,,,,,,,,,,,,,,,,,,,,,
83,40.0,40.18515175711787,40.4546773507849,41.39278137526083,44.02506935167523,51.187872566672745,71.44215156435338,128.28708725287166,287.90593081346395,734.0498204989075,1983.5948652097102,5481.71444242356,15278.458943055795,42704.042679779435,119500.12810216397,334533.6158834565,936605.9767487753,2622437.7674852726,7342752.083968549,20559583.110747274,57566752.82010239,161186667.61056352,451322657.993286,,,,,,,,
84,40.0,39.78675334393959,39.45941044127352,38.45135149979588,35.7638189628276,28.090371133931903,,,,,,,,,,,,,,,,,,,,,,,,,
85,40.0,39.90291529433253,39.61077503204171,38.78027900752347,36.67210307514784,30.67098755026399,13.852867424100369,,,,,,,,,,,,,,,,,,,,,,,,
86,40.0,40.10092219085493,40.24669160558863,40.65806078178837,41.90535222926174,45.33489183136351,54.85671565316163,81.84415489455483,157.32256632559202,369.045223860381,961.5068546910277,2621.341425918289,7268.504709010931,20278.099525431804,56707.35555832326,158713.58904246517,444323.4160756961,1244027.230097835,3483169.112164878,9752833.038164388,27307872.16458248,76461918.87493946,214092867.33074543,599459774.5190872,,,,,,,
87,40.0,39.84225764855468,39.46356659538698,38.78722153677986,36.55968131264144,30.45779058125913,13.379909679605074,,,,,,,,,,,,,,,,,,,,,,,,
88,40.0,39.90798694360695,39.724584165758074,39.18303338709551,37.470743001407776,32.90416768804664,20.225134877684443,,,,,,,,,,,,,,,,,,,,,,,,
89,40.0,40.02347694522574,40.01872727154548,40.12459423480531,40.20814982072137,40.556362569676075,41.442553431474586,44.15870738795568,51.87816878600793,73.18156364459408,132.91210509529637,299.868056932992,767.4423619773737,2077.551884970005,5745.573724764028,16016.713284669566,44774.80610183007,125302.05089114032,350789.5019225653,982130.6118558467,2749891.56990519,7699636.852558985,21558941.5212842,60364874.73858905,169021732.7364047,473260788.44552153,,,,,
90,40.0,39.84630357426573,39.58915545832438,38.912101435414804,36.85589573547706,31.27752262801655,15.410839597494817,,,,,,,,,,,,,,,,,,,,,,,,
91,40.0,40.057440621753344,40.033349854289284,40.04419749246759,40.226963310117696,40.43239171849145,41.13499043405635,43.130311384821766,48.63848880323685,64.01088631562195,107.14076152627136,228.07024528703965,566.4596606432226,1513.557060472529,4166.114126418207,11592.649196518903,32383.47600688988,90604.88479495558,253610.0340890538,710041.3338074322,1988020.2872197086,5566358.047144707,15585704.315514602,43639834.28209052,122191376.24592566,342135824.4070359,,,,,
92,40.0,40.05772187056724,40.233336642452485,40.78391322548696,42.434284191379525,46.78429439735581,58.990075806426766,93.11581389169811,188.3029339672865,455.5202719204623,1203.6676936783704,3299.100519225132,9164.80517639465,25590.320800310314,71579.32428372797,200344.12627225512,560902.0715512038,1570464.7111023057,4397225.320671742,12312201.202536618,34474002.37702818,96527119.55368344,270276270.11658853,756773513.0269003,,,,,,,
93,40.0,40.042013003780454,40.24296346680425,40.394475744331004,41.25032346189529,43.55633605043999,49.89166337910327,67.81087340351428,118.12809960293234,258.5186272627238,651.493433622078,1751.8455059879082,4833.645663748588,13460.96273709854,37613.185932853296,105243.70603018544,294615.081245939,824846.232600916,2309469.1423710175,6466418.400449597,18105917.429740902,50696462.27563851,141950010.66522405,397459894.62863165,,,,,,,
94,40.0,39.97717642389318,39.871844002592795,39.75928852618219,39.40752849905948,38.463816446570725,35.99450646525093,28.88372411128791,8.874696908862513,,,,,,,,,,,,,,,,,,,,,,
95,40.0,39.781551947681024,39.66297889595586,38.96722291721713,37.19395749867616,31.86494244136302,17.146985549072138,,,,,,,,,,,,,,,,,,,,,,,,
96,40.0,40.22651638343215,40.58188640809128,41.648869893811096,44.4073181292966,52.3377618809797,74.40966222456464,136.61682693857085,310.5414183855904,797.5254699455413,2160.452653672658,5977.415727333158,16664.03834272802,46588.339133463734,130380.14628513725,364984.34149507177,1021895.7449649522,2861268.1835863166,8011481.97181494,22431882.29902251,62809283.568639986,175865980.33486092,492424526.8048262,,,,,,,,
97,40.0,39.8590777012398,39.58651039262503,38.970100270857984,37.152628052085966,32.02118595142562,17.692115877578164,,,,,,,,,,,,,,,,,,,,,,,,
98,40.0,40.05937773362637,40.19128269032092,40.615734102852564,41.63765255481957,44.693527506716016,53.24902712571109,77.11766354936124,144.1219881289169,331.84619878505106,857.2427121106297,2329.018153860616,6448.066187817664,17982.970265106083,50283.0917562008,140719.13011137373,393938.3398481037,1102962.6109527303,3088199.2744096294,8646932.975417025,24211353.708041813,67791642.04108576,189816519.70562452,531486741.3871761,,,,,,,
99,40.0,39.90671786827494,39.94262867449972,39.91801973381011,39.942101869111546,40.07341287588789,40.132738926615886,40.37156057110314,41.004220665910054,42.79534815950149,47.84480669714138,61.76697616199982,101.10912364857893,211.38755204310928,519.302410209963,1382.4615092449503,3798.912643841369,10566.096866404481,29516.041076410747,82567.28570110482,231117.09457851193,647047.068747214,1811700.2597934008,5072696.925691658,14203525.744263459,39769772.96341796,111355272.60060728,311794570.37161833,873023985.686195,,
