1.600000000000000000e+03,1.118526746601194645e+03,7.836079586317083567e+02,5.483329242436528830e+02,3.843461830563243211e+02,2.682386897254441465e+02,1.870389048794661448e+02,1.305714958813446458e+02,9.013163653194467884e+01,6.271699973332817279e+01
1.600000000000000000e+03,1.120884445121670751e+03,7.845098247118261270e+02,5.497624822063344254e+02,3.845423317298614734e+02,2.690237152400375749e+02,1.886805044313684618e+02,1.331423418895971338e+02,9.306409872084594781e+01,6.636581017871411348e+01
1.600000000000000000e+03,1.120565246162715312e+03,7.857839952126931848e+02,5.513157533625911810e+02,3.867719724904620762e+02,2.703936088377270721e+02,1.891526028735744376e+02,1.312199548283306569e+02,9.196625866946949657e+01,6.346159604589701075e+01
1.600000000000000000e+03,1.120179926446684931e+03,7.835025847523888842e+02,5.478016620076059553e+02,3.851262001873186023e+02,2.689953347920640567e+02,1.876762067127810099e+02,1.318641696959391254e+02,9.042022808508995979e+01,6.250703474020458827e+01
1.600000000000000000e+03,1.121547035550175679e+03,7.850693512818254476e+02,5.499521638931465759e+02,3.849778770547409863e+02,2.689275876754684873e+02,1.888466111060086519e+02,1.329394400970436436e+02,9.352349961020809133e+01,6.646672004726127625e+01
1.600000000000000000e+03,1.119435637565004072e+03,7.820233703489461732e+02,5.473423907454027812e+02,3.820137665812065393e+02,2.682587184459441687e+02,1.889028960723611021e+02,1.326940520179266798e+02,9.296546205716418854e+01,6.558080007198186934e+01
1.600000000000000000e+03,1.120255173855953899e+03,7.829119707790849816e+02,5.479762586318337299e+02,3.839353573402653979e+02,2.689900177867895650e+02,1.888176767951717636e+02,1.320883926822554599e+02,9.093538510595992364e+01,6.429756745256864292e+01
1.600000000000000000e+03,1.119713730557192093e+03,7.842013032515727673e+02,5.510440889734313714e+02,3.840514761586895816e+02,2.688219861696748580e+02,1.896093562256963594e+02,1.320171327879901071e+02,9.278760088121985916e+01,6.433286438332164892e+01
1.600000000000000000e+03,1.119525478054146106e+03,7.822524667962976537e+02,5.476190218302659787e+02,3.843412786479216834e+02,2.688554176746667395e+02,1.886644732111169844e+02,1.328918677727958482e+02,9.396403121778415368e+01,6.690763721415309817e+01
1.600000000000000000e+03,1.120338936225265797e+03,7.844498966150403021e+02,5.488977261481821870e+02,3.852745468801445554e+02,2.707186871760220583e+02,1.911802320498064205e+02,1.337236812408053765e+02,9.269049991372780539e+01,6.612867752748930172e+01
1.600000000000000000e+03,1.119919708497590136e+03,7.833419439235959771e+02,5.508960569809970593e+02,3.849497327614992059e+02,2.710829976114958413e+02,1.896398547153764014e+02,1.330631164837700453e+02,9.184436251193034195e+01,6.361445246485940430e+01
1.600000000000000000e+03,1.119961784656105010e+03,7.832383806734205791e+02,5.492136815039776820e+02,3.852014500281604796e+02,2.698257583129641830e+02,1.899434904760182974e+02,1.355552407113299580e+02,9.487909528100156820e+01,6.562627682280090369e+01
1.600000000000000000e+03,1.119900378875390061e+03,7.839090021013433898e+02,5.493856189689057601e+02,3.852069388058172876e+02,2.706169005958786897e+02,1.892999805647669405e+02,1.292596379075120865e+02,9.059138140740226675e+01,6.382207964272207334e+01
1.600000000000000000e+03,1.118714229608444157e+03,7.829362556644153983e+02,5.484072352823367282e+02,3.823376632219106455e+02,2.680571741407740092e+02,1.874214780721129046e+02,1.327514800615774107e+02,9.243960806794137852e+01,6.429287188230895822e+01
1.600000000000000000e+03,1.119580451738906731e+03,7.837679981193058438e+02,5.481470639809223258e+02,3.826582391864870942e+02,2.681612904775928996e+02,1.883375175065361589e+02,1.327363744120106901e+02,9.414644206888250721e+01,6.564001884495031902e+01
1.600000000000000000e+03,1.119093662840518391e+03,7.828196308059935973e+02,5.487576109611463835e+02,3.838248895757650985e+02,2.686270189920736584e+02,1.881869599732644360e+02,1.312169093101677504e+02,9.244349874014669410e+01,6.357184908553806935e+01
1.600000000000000000e+03,1.121280216595931961e+03,7.851789588267824911e+02,5.495077769210058705e+02,3.853548841727470631e+02,2.700002047385289075e+02,1.900652081878863271e+02,1.322499345093270620e+02,9.155959940767314720e+01,6.434867065740330361e+01
1.600000000000000000e+03,1.121931785574010974e+03,7.852731759055509428e+02,5.480589309878217819e+02,3.839936799404684962e+02,2.689453380385803598e+02,1.861202495686809755e+02,1.302300541889077010e+02,8.986914715699455769e+01,6.300451194043206726e+01
1.600000000000000000e+03,1.120044329390314033e+03,7.838256461748295578e+02,5.498618004740350216e+02,3.854182702586538198e+02,2.685446301384295111e+02,1.888892202252376649e+02,1.308520184218897100e+02,9.209316010262531904e+01,6.486661230275771572e+01
1.600000000000000000e+03,1.118778656571846113e+03,7.833566602357410602e+02,5.493676931277655058e+02,3.848554298334983628e+02,2.685792188812711174e+02,1.857760575751911745e+02,1.305616400331120985e+02,9.086221467158715370e+01,6.253228572266657892e+01
1.600000000000000000e+03,1.120538421021195745e+03,7.835446960892876405e+02,5.502787251036704674e+02,3.861760139372894969e+02,2.699438426225150351e+02,1.881562449583037449e+02,1.319792894609561529e+02,9.100913562716930016e+01,6.366617400862332943e+01
1.600000000000000000e+03,1.119232361516303399e+03,7.829579445000310898e+02,5.489799903523404510e+02,3.835177624735034101e+02,2.681910092320269996e+02,1.870427285104061639e+02,1.304132869084770903e+02,9.198434670443319305e+01,6.584246690997852625e+01
1.600000000000000000e+03,1.120960015831494729e+03,7.840464706032147433e+02,5.510182745873839849e+02,3.861192658850627026e+02,2.704892495730500741e+02,1.892689048071960940e+02,1.318715366158544100e+02,9.249488815054871793e+01,6.373429671344905501e+01
1.600000000000000000e+03,1.118671711069110643e+03,7.815671649455142642e+02,5.463045459687970151e+02,3.829637676573311751e+02,2.687084580158850713e+02,1.879818954802767621e+02,1.315073443378922775e+02,9.208805156261176705e+01,6.430926952658710150e+01
1.600000000000000000e+03,1.121022855447248048e+03,7.842247561499686981e+02,5.488171321213592364e+02,3.847707850743641984e+02,2.705156494667862717e+02,1.893963709662463941e+02,1.328930357069536683e+02,9.463581324912256321e+01,6.743503948841338058e+01
1.600000000000000000e+03,1.120276866462009139e+03,7.852279292648322553e+02,5.497385602211910509e+02,3.847659197184760842e+02,2.681986603224096939e+02,1.875742552096869815e+02,1.307820390024963331e+02,9.254197196305929651e+01,6.463800909519019910e+01
1.600000000000000000e+03,1.120111385296399476e+03,7.850178077616081964e+02,5.493421886575245026e+02,3.862912070767088153e+02,2.682369132475002402e+02,1.878193269612065137e+02,1.306690016453680983e+02,9.177494257137267653e+01,6.438007797582267244e+01
1.600000000000000000e+03,1.120303867319873689e+03,7.848930571351091885e+02,5.505420339817424065e+02,3.865095951869628834e+02,2.701877370204413751e+02,1.888895998577438036e+02,1.314270419007019370e+02,9.166092167723201101e+01,6.416187555392637876e+01
1.600000000000000000e+03,1.120901531300376291e+03,7.858328876777441110e+02,5.517650264409087413e+02,3.874353281476274447e+02,2.727415431601473301e+02,1.923841565270213607e+02,1.336091059004297961e+02,9.322251534854230215e+01,6.434605920578560756e+01
1.600000000000000000e+03,1.120469287175736781e+03,7.830401310111209341e+02,5.487755084229506792e+02,3.836257521210679897e+02,2.692633200505328546e+02,1.885565547255897627e+02,1.312094770286487631e+02,9.409887584457719356e+01,6.605061726146111312e+01
1.600000000000000000e+03,1.120004515645034189e+03,7.846291509975940244e+02,5.489326874861759507e+02,3.840170412589448006e+02,2.698428101524106069e+02,1.885973771670622909e+02,1.311207253222277700e+02,9.147216951697352272e+01,6.514408579159106694e+01
1.600000000000000000e+03,1.118678250329297498e+03,7.840341789376665247e+02,5.484773820711134249e+02,3.837611450922813106e+02,2.677944349680669234e+02,1.882980893261015467e+02,1.310403766284002813e+02,9.115052894762918356e+01,6.355547656734730566e+01
1.600000000000000000e+03,1.118971134887094422e+03,7.837198396866210715e+02,5.486843405063513046e+02,3.836730228834233571e+02,2.669646447293110327e+02,1.881662212520053288e+02,1.304252425314682569e+02,9.104808574004186994e+01,6.238884116943573588e+01
1.600000000000000000e+03,1.119679991167073240e+03,7.840966947387826167e+02,5.492883565492769549e+02,3.850659265597198555e+02,2.697195868227756250e+02,1.892429186648508050e+02,1.340640452390389044e+02,9.405839022691790774e+01,6.555263113338411074e+01
