7.20E+03,7.30E+03,7.20E+03,7.30E+03,7.20E+03,7.30E+03,7.20E+03,7.30E+03,7.21E+03,7.25E+03,7.25E+03,7.29E+03,7.20E+03,7.30E+03,7.20E+03,7.30E+03,7.20E+03,7.30E+03,7.20E+03,7.30E+03
7.50E+03,7.50E+03,7.50E+03,7.50E+03,7.50E+03,7.50E+03,7.50E+03,7.50E+03,7.52E+03,7.50E+03,7.50E+03,7.48E+03,7.50E+03,7.50E+03,7.50E+03,7.50E+03,7.50E+03,7.50E+03,7.50E+03,7.50E+03
7.70E+03,7.80E+03,7.70E+03,7.80E+03,7.70E+03,7.80E+03,7.70E+03,7.80E+03,7.74E+03,7.75E+03,7.75E+03,7.76E+03,7.70E+03,7.80E+03,7.70E+03,7.80E+03,7.70E+03,7.80E+03,7.70E+03,7.80E+03
8.00E+03,8.00E+03,8.00E+03,8.00E+03,8.00E+03,8.00E+03,8.00E+03,8.00E+03,7.95E+03,8.00E+03,8.00E+03,8.05E+03,8.00E+03,8.00E+03,8.00E+03,8.00E+03,8.00E+03,8.00E+03,8.00E+03,8.00E+03
8.30E+03,8.20E+03,8.30E+03,8.20E+03,8.30E+03,8.20E+03,8.30E+03,8.20E+03,8.26E+03,8.25E+03,8.25E+03,8.24E+03,8.30E+03,8.20E+03,8.30E+03,8.20E+03,8.30E+03,8.20E+03,8.30E+03,8.20E+03
8.50E+03,8.50E+03,8.50E+03,8.50E+03,8.50E+03,8.50E+03,8.50E+03,8.50E+03,8.48E+03,8.50E+03,8.50E+03,8.52E+03,8.50E+03,8.50E+03,8.50E+03,8.50E+03,8.50E+03,8.50E+03,8.50E+03,8.50E+03
8.80E+03,8.70E+03,8.80E+03,8.70E+03,8.80E+03,8.70E+03,8.80E+03,8.70E+03,8.80E+03,8.74E+03,8.75E+03,8.71E+03,8.80E+03,8.70E+03,8.80E+03,8.70E+03,8.80E+03,8.70E+03,8.80E+03,8.70E+03
9.00E+03,9.00E+03,9.00E+03,9.00E+03,9.00E+03,9.00E+03,9.00E+03,9.00E+03,9.00E+03,9.01E+03,9.00E+03,8.99E+03,9.00E+03,9.00E+03,9.00E+03,9.00E+03,9.00E+03,9.00E+03,9.00E+03,9.00E+03
9.20E+03,9.30E+03,9.20E+03,9.30E+03,9.20E+03,9.30E+03,9.20E+03,9.30E+03,9.20E+03,9.27E+03,9.25E+03,9.28E+03,9.20E+03,9.30E+03,9.20E+03,9.30E+03,9.20E+03,9.30E+03,9.20E+03,9.30E+03
9.50E+03,9.50E+03,9.50E+03,9.50E+03,9.50E+03,9.50E+03,9.50E+03,9.50E+03,9.50E+03,9.54E+03,9.50E+03,9.46E+03,9.50E+03,9.50E+03,9.50E+03,9.50E+03,9.50E+03,9.50E+03,9.50E+03,9.50E+03
9.80E+03,9.70E+03,9.80E+03,9.70E+03,9.80E+03,9.70E+03,9.80E+03,9.70E+03,9.80E+03,9.70E+03,9.75E+03,9.75E+03,9.80E+03,9.70E+03,9.80E+03,9.70E+03,9.80E+03,9.70E+03,9.80E+03,9.70E+03
