0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.642494596464559436e+04,4.398571370140300860e+04,4.154648143816042284e+04,3.910724917491782253e+04,3.666801691167524405e+04,3.422878464843266556e+04,3.178955238519007617e+04,2.935032012194749041e+04,2.691108785870490101e+04,2.447185559546231525e+04,2.203262333221972585e+04,1.959339106897714737e+04,1.715415880573456161e+04,1.471492654249197221e+04,1.227569427924938827e+04,9.836462016006800695e+03,7.397229752764215846e+03,4.957997489521630087e+03,2.518765226279044782e+03,7.953296303645933563e+01,-2.359699300206126736e+03
3.725222491395339603e+04,3.505239514289249200e+04,3.285256537183160981e+04,3.065273560077071306e+04,2.845290582970981632e+04,2.625307605864891229e+04,2.405324628758801919e+04,2.185341651652712608e+04,1.965358674546623297e+04,1.745375697440533986e+04,1.525392720334444130e+04,1.305409743228354637e+04,1.085426766122265144e+04,8.654437890161756513e+03,6.454608119100861586e+03,4.254778348039965749e+03,2.054948576979070367e+03,-1.448811940818249866e+02,-2.344710965142719942e+03,-4.544540736203615779e+03,-6.744370507264510707e+03
2.511380311672657626e+04,2.317592483600953346e+04,2.123804655529247975e+04,1.930016827457542604e+04,1.736228999385838324e+04,1.542441171314132771e+04,1.348653343242427763e+04,1.154865515170722574e+04,9.610776870990177486e+03,7.672898590273124682e+03,5.735020309556073698e+03,3.797142028839024988e+03,1.859263748121973549e+03,-7.861453259507720759e+01,-2.016492813312127737e+03,-3.954371094029178494e+03,-5.892249374746229478e+03,-7.830127655463279552e+03,-9.768005936180330536e+03,-1.170588421689737879e+04,-1.364376249761443250e+04
3.148461446529578461e+04,2.979744877286041083e+04,2.811028308042502613e+04,2.642311738798965234e+04,2.473595169555427128e+04,2.304878600311889750e+04,2.136162031068352007e+04,1.967445461824813538e+04,1.798728892581275795e+04,1.630012323337738053e+04,1.461295754094200129e+04,1.292579184850662568e+04,1.123862615607124462e+04,9.551460463635865381e+03,7.864294771200487048e+03,6.177129078765109625e+03,4.489963386329731293e+03,2.802797693894353415e+03,1.115632001458974628e+03,-5.715336909764041593e+02,-2.258699383411782946e+03
2.924434520741518645e+04,2.775670273384637039e+04,2.626906026027756889e+04,2.478141778670874919e+04,2.329377531313994041e+04,2.180613283957113163e+04,2.031849036600232284e+04,1.883084789243351042e+04,1.734320541886470164e+04,1.585556294529588922e+04,1.436792047172707680e+04,1.288027799815826802e+04,1.139263552458945742e+04,9.904993051020648636e+03,8.417350577451839854e+03,6.929708103883027434e+03,5.442065630314216833e+03,3.954423156745406686e+03,2.466780683176595630e+03,9.791382096077857113e+02,-5.085042639610247193e+02
2.455499335294106641e+04,2.330823234638625217e+04,2.206147133983143794e+04,2.081471033327662735e+04,1.956794932672180585e+04,1.832118832016699162e+04,1.707442731361217011e+04,1.582766630705735770e+04,1.458090530050254165e+04,1.333414429394772560e+04,1.208738328739291137e+04,1.084062228083809532e+04,9.593861274283279272e+03,8.347100267728461404e+03,7.100339261173646264e+03,5.853578254618831124e+03,4.606817248064014166e+03,3.360056241509199026e+03,2.113295234954383432e+03,8.665342283995668140e+02,-3.802267781552490078e+02
2.024976863183989553e+04,1.924402614446212829e+04,1.823828365708437195e+04,1.723254116970661198e+04,1.622679868232885019e+04,1.522105619495109204e+04,1.421531370757333207e+04,1.320957122019557210e+04,1.220382873281781394e+04,1.119808624544005397e+04,1.019234375806229582e+04,9.186601270684535848e+03,8.180858783306775877e+03,7.175116295929015905e+03,6.169373808551256843e+03,5.163631321173496872e+03,4.157888833795736900e+03,3.152146346417977384e+03,2.146403859040217412e+03,1.140661371662458123e+03,1.349188842846985494e+02
1.834966130420052286e+04,1.759830706068356449e+04,1.684695281716660975e+04,1.609559857364964773e+04,1.534424433013269299e+04,1.459289008661573826e+04,1.384153584309878170e+04,1.309018159958182332e+04,1.233882735606486494e+04,1.158747311254790839e+04,1.083611886903095183e+04,1.008476462551399709e+04,9.333410381997036893e+03,8.582056138480080335e+03,7.830701894963123777e+03,7.079347651446166310e+03,6.327993407929209752e+03,5.576639164412252285e+03,4.825284920895294817e+03,4.073930677378338714e+03,3.322576433861382156e+03
1.099118669958185092e+04,1.047936392317095488e+04,9.967541146760053380e+03,9.455718370349160978e+03,8.943895593938264938e+03,8.432072817527368898e+03,7.920250041116471948e+03,7.408427264705577727e+03,6.896604488294681687e+03,6.384781711883785647e+03,5.872958935472890516e+03,5.361136159061994476e+03,4.849313382651098436e+03,4.337490606240202396e+03,3.825667829829307266e+03,3.313845053418410771e+03,2.802022277007515186e+03,2.290199500596619146e+03,1.778376724185723788e+03,1.266553947774827975e+03,7.547311713639319350e+02
